language,noun,color,attribute,case,count_index,surface
ko,cow,yellow,old,plural,2,늙은 노란색 소 네 마리
ko,cow,yellow,old,plural,3,늙은 노란색 소 다섯 마리
ko,cow,yellow,old,plural,4,늙은 노란색 소 여섯 마리
ko,cow,yellow,old,plural,5,늙은 노란색 소 일곱 마리
ko,cow,yellow,old,plural,6,늙은 노란색 소 여덟 마리
ko,cow,black,small,nom,,작은 검은색 소가
ko,cow,black,small,acc,,작은 검은색 소를
ko,cow,black,small,gen,,작은 검은색 소의
ko,cow,black,small,plural,0,작은 검은색 소 두 마리
ko,cow,black,small,plural,1,작은 검은색 소 세 마리
ko,cow,black,small,plural,2,작은 검은색 소 네 마리
ko,cow,black,small,plural,3,작은 검은색 소 다섯 마리
ko,cow,black,small,plural,4,작은 검은색 소 여섯 마리
ko,cow,black,small,plural,5,작은 검은색 소 일곱 마리
ko,cow,black,small,plural,6,작은 검은색 소 여덟 마리
ko,cow,black,large,nom,,큰 검은색 소가
ko,cow,black,large,acc,,큰 검은색 소를
ko,cow,black,large,gen,,큰 검은색 소의
ko,cow,black,large,plural,0,큰 검은색 소 두 마리
ko,cow,black,large,plural,1,큰 검은색 소 세 마리
ko,cow,black,large,plural,2,큰 검은색 소 네 마리
ko,cow,black,large,plural,3,큰 검은색 소 다섯 마리
ko,cow,black,large,plural,4,큰 검은색 소 여섯 마리
ko,cow,black,large,plural,5,큰 검은색 소 일곱 마리
ko,cow,black,large,plural,6,큰 검은색 소 여덟 마리
ko,cow,black,young,nom,,어린 검은색 소가
ko,cow,black,young,acc,,어린 검은색 소를
ko,cow,black,young,gen,,어린 검은색 소의
ko,cow,black,young,plural,0,어린 검은색 소 두 마리
ko,cow,black,young,plural,1,어린 검은색 소 세 마리
ko,cow,black,young,plural,2,어린 검은색 소 네 마리
ko,cow,black,young,plural,3,어린 검은색 소 다섯 마리
ko,cow,black,young,plural,4,어린 검은색 소 여섯 마리
ko,cow,black,young,plural,5,어린 검은색 소 일곱 마리
ko,cow,black,young,plural,6,어린 검은색 소 여덟 마리
ko,cow,black,old,nom,,늙은 검은색 소가
ko,cow,black,old,acc,,늙은 검은색 소를
ko,cow,black,old,gen,,늙은 검은색 소의
ko,cow,black,old,plural,0,늙은 검은색 소 두 마리
ko,cow,black,old,plural,1,늙은 검은색 소 세 마리
ko,cow,black,old,plural,2,늙은 검은색 소 네 마리
ko,cow,black,old,plural,3,늙은 검은색 소 다섯 마리
ko,cow,black,old,plural,4,늙은 검은색 소 여섯 마리
ko,cow,black,old,plural,5,늙은 검은색 소 일곱 마리
ko,cow,black,old,plural,6,늙은 검은색 소 여덟 마리
ko,cow,white,small,nom,,작은 하얀색 소가
ko,cow,white,small,acc,,작은 하얀색 소를
ko,cow,white,small,gen,,작은 하얀색 소의
ko,cow,white,small,plural,0,작은 하얀색 소 두 마리
ko,cow,white,small,plural,1,작은 하얀색 소 세 마리
ko,cow,white,small,plural,2,작은 하얀색 소 네 마리
ko,cow,white,small,plural,3,작은 하얀색 소 다섯 마리
ko,cow,white,small,plural,4,작은 하얀색 소 여섯 마리
ko,cow,white,small,plural,5,작은 하얀색 소 일곱 마리
ko,cow,white,small,plural,6,작은 하얀색 소 여덟 마리
ko,cow,white,large,nom,,큰 하얀색 소가
ko,cow,white,large,acc,,큰 하얀색 소를
ko,cow,white,large,gen,,큰 하얀색 소의
ko,cow,white,large,plural,0,큰 하얀색 소 두 마리
ko,cow,white,large,plural,1,큰 하얀색 소 세 마리
ko,cow,white,large,plural,2,큰 하얀색 소 네 마리
ko,cow,white,large,plural,3,큰 하얀색 소 다섯 마리
ko,cow,white,large,plural,4,큰 하얀색 소 여섯 마리
ko,cow,white,large,plural,5,큰 하얀색 소 일곱 마리
ko,cow,white,large,plural,6,큰 하얀색 소 여덟 마리
ko,cow,white,young,nom,,어린 하얀색 소가
ko,cow,white,young,acc,,어린 하얀색 소를
ko,cow,white,young,gen,,어린 하얀색 소의
ko,cow,white,young,plural,0,어린 하얀색 소 두 마리
ko,cow,white,young,plural,1,어린 하얀색 소 세 마리
ko,cow,white,young,plural,2,어린 하얀색 소 네 마리
ko,cow,white,young,plural,3,어린 하얀색 소 다섯 마리
ko,cow,white,young,plural,4,어린 하얀색 소 여섯 마리
ko,cow,white,young,plural,5,어린 하얀색 소 일곱 마리
ko,cow,white,young,plural,6,어린 하얀색 소 여덟 마리
ko,cow,white,old,nom,,늙은 하얀색 소가
ko,cow,white,old,acc,,늙은 하얀색 소를
ko,cow,white,old,gen,,늙은 하얀색 소의
ko,cow,white,old,plural,0,늙은 하얀색 소 두 마리
ko,cow,white,old,plural,1,늙은 하얀색 소 세 마리
ko,cow,white,old,plural,2,늙은 하얀색 소 네 마리
ko,cow,white,old,plural,3,늙은 하얀색 소 다섯 마리
ko,cow,white,old,plural,4,늙은 하얀색 소 여섯 마리
ko,cow,white,old,plural,5,늙은 하얀색 소 일곱 마리
ko,cow,white,old,plural,6,늙은 하얀색 소 여덟 마리
ko,duck,red,small,nom,,작은 빨간색 오리가
ko,duck,red,small,acc,,작은 빨간색 오리를
ko,duck,red,small,gen,,작은 빨간색 오리의
ko,duck,red,small,plural,0,작은 빨간색 오리 두 마리
ko,duck,red,small,plural,1,작은 빨간색 오리 세 마리
ko,duck,red,small,plural,2,작은 빨간색 오리 네 마리
ko,duck,red,small,plural,3,작은 빨간색 오리 다섯 마리
ko,duck,red,small,plural,4,작은 빨간색 오리 여섯 마리
ko,duck,red,small,plural,5,작은 빨간색 오리 일곱 마리
ko,duck,red,small,plural,6,작은 빨간색 오리 여덟 마리
ko,duck,red,large,nom,,큰 빨간색 오리가
ko,duck,red,large,acc,,큰 빨간색 오리를
ko,duck,red,large,gen,,큰 빨간색 오리의
ko,duck,red,large,plural,0,큰 빨간색 오리 두 마리
ko,duck,red,large,plural,1,큰 빨간색 오리 세 마리
ko,duck,red,large,plural,2,큰 빨간색 오리 네 마리
ko,duck,red,large,plural,3,큰 빨간색 오리 다섯 마리
ko,duck,red,large,plural,4,큰 빨간색 오리 여섯 마리
ko,duck,red,large,plural,5,큰 빨간색 오리 일곱 마리
ko,duck,red,large,plural,6,큰 빨간색 오리 여덟 마리
ko,duck,red,young,nom,,어린 빨간색 오리가
ko,duck,red,young,acc,,어린 빨간색 오리를
ko,duck,red,young,gen,,어린 빨간색 오리의
ko,duck,red,young,plural,0,어린 빨간색 오리 두 마리
ko,duck,red,young,plural,1,어린 빨간색 오리 세 마리
ko,duck,red,young,plural,2,어린 빨간색 오리 네 마리
ko,duck,red,young,plural,3,어린 빨간색 오리 다섯 마리
ko,duck,red,young,plural,4,어린 빨간색 오리 여섯 마리
ko,duck,red,young,plural,5,어린 빨간색 오리 일곱 마리
ko,duck,red,young,plural,6,어린 빨간색 오리 여덟 마리
ko,duck,red,old,nom,,늙은 빨간색 오리가
ko,duck,red,old,acc,,늙은 빨간색 오리를
ko,duck,red,old,gen,,늙은 빨간색 오리의
ko,duck,red,old,plural,0,늙은 빨간색 오리 두 마리
ko,duck,red,old,plural,1,늙은 빨간색 오리 세 마리
ko,duck,red,old,plural,2,늙은 빨간색 오리 네 마리
ko,duck,red,old,plural,3,늙은 빨간색 오리 다섯 마리
ko,duck,red,old,plural,4,늙은 빨간색 오리 여섯 마리
ko,duck,red,old,plural,5,늙은 빨간색 오리 일곱 마리
ko,duck,red,old,plural,6,늙은 빨간색 오리 여덟 마리
ko,duck,blue,small,nom,,작은 파란색 오리가
ko,duck,blue,small,acc,,작은 파란색 오리를
ko,duck,blue,small,gen,,작은 파란색 오리의
ko,duck,blue,small,plural,0,작은 파란색 오리 두 마리
ko,duck,blue,small,plural,1,작은 파란색 오리 세 마리
ko,duck,blue,small,plural,2,작은 파란색 오리 네 마리
ko,duck,blue,small,plural,3,작은 파란색 오리 다섯 마리
ko,duck,blue,small,plural,4,작은 파란색 오리 여섯 마리
ko,duck,blue,small,plural,5,작은 파란색 오리 일곱 마리
ko,duck,blue,small,plural,6,작은 파란색 오리 여덟 마리
ko,duck,blue,large,nom,,큰 파란색 오리가
ko,duck,blue,large,acc,,큰 파란색 오리를
ko,duck,blue,large,gen,,큰 파란색 오리의
ko,duck,blue,large,plural,0,큰 파란색 오리 두 마리
ko,duck,blue,large,plural,1,큰 파란색 오리 세 마리
ko,duck,blue,large,plural,2,큰 파란색 오리 네 마리
ko,duck,blue,large,plural,3,큰 파란색 오리 다섯 마리
ko,duck,blue,large,plural,4,큰 파란색 오리 여섯 마리
ko,duck,blue,large,plural,5,큰 파란색 오리 일곱 마리
ko,duck,blue,large,plural,6,큰 파란색 오리 여덟 마리
ko,duck,blue,young,nom,,어린 파란색 오리가
ko,duck,blue,young,acc,,어린 파란색 오리를
ko,duck,blue,young,gen,,어린 파란색 오리의
ko,duck,blue,young,plural,0,어린 파란색 오리 두 마리
ko,duck,blue,young,plural,1,어린 파란색 오리 세 마리
ko,duck,blue,young,plural,2,어린 파란색 오리 네 마리
ko,duck,blue,young,plural,3,어린 파란색 오리 다섯 마리
ko,duck,blue,young,plural,4,어린 파란색 오리 여섯 마리
ko,duck,blue,young,plural,5,어린 파란색 오리 일곱 마리
ko,duck,blue,young,plural,6,어린 파란색 오리 여덟 마리
ko,duck,blue,old,nom,,늙은 파란색 오리가
ko,duck,blue,old,acc,,늙은 파란색 오리를
ko,duck,blue,old,gen,,늙은 파란색 오리의
ko,duck,blue,old,plural,0,늙은 파란색 오리 두 마리
ko,duck,blue,old,plural,1,늙은 파란색 오리 세 마리
ko,duck,blue,old,plural,2,늙은 파란색 오리 네 마리
ko,duck,blue,old,plural,3,늙은 파란색 오리 다섯 마리
ko,duck,blue,old,plural,4,늙은 파란색 오리 여섯 마리
ko,duck,blue,old,plural,5,늙은 파란색 오리 일곱 마리
ko,duck,blue,old,plural,6,늙은 파란색 오리 여덟 마리
ko,duck,green,small,nom,,작은 초록색 오리가
ko,duck,green,small,acc,,작은 초록색 오리를
ko,duck,green,small,gen,,작은 초록색 오리의
ko,duck,green,small,plural,0,작은 초록색 오리 두 마리
ko,duck,green,small,plural,1,작은 초록색 오리 세 마리
ko,duck,green,small,plural,2,작은 초록색 오리 네 마리
ko,duck,green,small,plural,3,작은 초록색 오리 다섯 마리
ko,duck,green,small,plural,4,작은 초록색 오리 여섯 마리
ko,duck,green,small,plural,5,작은 초록색 오리 일곱 마리
ko,duck,green,small,plural,6,작은 초록색 오리 여덟 마리
ko,duck,green,large,nom,,큰 초록색 오리가
ko,duck,green,large,acc,,큰 초록색 오리를
ko,duck,green,large,gen,,큰 초록색 오리의
ko,duck,green,large,plural,0,큰 초록색 오리 두 마리
ko,duck,green,large,plural,1,큰 초록색 오리 세 마리
ko,duck,green,large,plural,2,큰 초록색 오리 네 마리
ko,duck,green,large,plural,3,큰 초록색 오리 다섯 마리
ko,duck,green,large,plural,4,큰 초록색 오리 여섯 마리
ko,duck,green,large,plural,5,큰 초록색 오리 일곱 마리
ko,duck,green,large,plural,6,큰 초록색 오리 여덟 마리
ko,duck,green,young,nom,,어린 초록색 오리가
ko,duck,green,young,acc,,어린 초록색 오리를
ko,duck,green,young,gen,,어린 초록색 오리의
ko,duck,green,young,plural,0,어린 초록색 오리 두 마리
ko,duck,green,young,plural,1,어린 초록색 오리 세 마리
ko,duck,green,young,plural,2,어린 초록색 오리 네 마리
ko,duck,green,young,plural,3,어린 초록색 오리 다섯 마리
ko,duck,green,young,plural,4,어린 초록색 오리 여섯 마리
ko,duck,green,young,plural,5,어린 초록색 오리 일곱 마리
ko,duck,green,young,plural,6,어린 초록색 오리 여덟 마리
ko,duck,green,old,nom,,늙은 초록색 오리가
ko,duck,green,old,acc,,늙은 초록색 오리를
ko,duck,green,old,gen,,늙은 초록색 오리의
ko,duck,green,old,plural,0,늙은 초록색 오리 두 마리
ko,duck,green,old,plural,1,늙은 초록색 오리 세 마리
ko,duck,green,old,plural,2,늙은 초록색 오리 네 마리
ko,duck,green,old,plural,3,늙은 초록색 오리 다섯 마리
ko,duck,green,old,plural,4,늙은 초록색 오리 여섯 마리
ko,duck,green,old,plural,5,늙은 초록색 오리 일곱 마리
ko,duck,green,old,plural,6,늙은 초록색 오리 여덟 마리
ko,duck,yellow,small,nom,,작은 노란색 오리가
ko,duck,yellow,small,acc,,작은 노란색 오리를
ko,duck,yellow,small,gen,,작은 노란색 오리의
ko,duck,yellow,small,plural,0,작은 노란색 오리 두 마리
ko,duck,yellow,small,plural,1,작은 노란색 오리 세 마리
ko,duck,yellow,small,plural,2,작은 노란색 오리 네 마리
ko,duck,yellow,small,plural,3,작은 노란색 오리 다섯 마리
ko,duck,yellow,small,plural,4,작은 노란색 오리 여섯 마리
ko,duck,yellow,small,plural,5,작은 노란색 오리 일곱 마리
ko,duck,yellow,small,plural,6,작은 노란색 오리 여덟 마리
ko,duck,yellow,large,nom,,큰 노란색 오리가
ko,duck,yellow,large,acc,,큰 노란색 오리를
ko,duck,yellow,large,gen,,큰 노란색 오리의
ko,duck,yellow,large,plural,0,큰 노란색 오리 두 마리
ko,duck,yellow,large,plural,1,큰 노란색 오리 세 마리
ko,duck,yellow,large,plural,2,큰 노란색 오리 네 마리
ko,duck,yellow,large,plural,3,큰 노란색 오리 다섯 마리
ko,duck,yellow,large,plural,4,큰 노란색 오리 여섯 마리
ko,duck,yellow,large,plural,5,큰 노란색 오리 일곱 마리
ko,duck,yellow,large,plural,6,큰 노란색 오리 여덟 마리
ko,duck,yellow,young,nom,,어린 노란색 오리가
ko,duck,yellow,young,acc,,어린 노란색 오리를
ko,duck,yellow,young,gen,,어린 노란색 오리의
ko,duck,yellow,young,plural,0,어린 노란색 오리 두 마리
ko,duck,yellow,young,plural,1,어린 노란색 오리 세 마리
ko,duck,yellow,young,plural,2,어린 노란색 오리 네 마리
ko,duck,yellow,young,plural,3,어린 노란색 오리 다섯 마리
ko,duck,yellow,young,plural,4,어린 노란색 오리 여섯 마리
ko,duck,yellow,young,plural,5,어린 노란색 오리 일곱 마리
ko,duck,yellow,young,plural,6,어린 노란색 오리 여덟 마리
ko,duck,yellow,old,nom,,늙은 노란색 오리가
ko,duck,yellow,old,acc,,늙은 노란색 오리를
ko,duck,yellow,old,gen,,늙은 노란색 오리의
ko,duck,yellow,old,plural,0,늙은 노란색 오리 두 마리
ko,duck,yellow,old,plural,1,늙은 노란색 오리 세 마리
ko,duck,yellow,old,plural,2,늙은 노란색 오리 네 마리
ko,duck,yellow,old,plural,3,늙은 노란색 오리 다섯 마리
ko,duck,yellow,old,plural,4,늙은 노란색 오리 여섯 마리
ko,duck,yellow,old,plural,5,늙은 노란색 오리 일곱 마리
ko,duck,yellow,old,plural,6,늙은 노란색 오리 여덟 마리
ko,duck,black,small,nom,,작은 검은색 오리가
ko,duck,black,small,acc,,작은 검은색 오리를
ko,duck,black,small,gen,,작은 검은색 오리의
ko,duck,black,small,plural,0,작은 검은색 오리 두 마리
ko,duck,black,small,plural,1,작은 검은색 오리 세 마리
ko,duck,black,small,plural,2,작은 검은색 오리 네 마리
ko,duck,black,small,plural,3,작은 검은색 오리 다섯 마리
ko,duck,black,small,plural,4,작은 검은색 오리 여섯 마리
ko,duck,black,small,plural,5,작은 검은색 오리 일곱 마리
ko,duck,black,small,plural,6,작은 검은색 오리 여덟 마리
ko,duck,black,large,nom,,큰 검은색 오리가
ko,duck,black,large,acc,,큰 검은색 오리를
ko,duck,black,large,gen,,큰 검은색 오리의
ko,duck,black,large,plural,0,큰 검은색 오리 두 마리
ko,duck,black,large,plural,1,큰 검은색 오리 세 마리
ko,duck,black,large,plural,2,큰 검은색 오리 네 마리
ko,duck,black,large,plural,3,큰 검은색 오리 다섯 마리
ko,duck,black,large,plural,4,큰 검은색 오리 여섯 마리
ko,duck,black,large,plural,5,큰 검은색 오리 일곱 마리
ko,duck,black,large,plural,6,큰 검은색 오리 여덟 마리
ko,duck,black,young,nom,,어린 검은색 오리가
ko,duck,black,young,acc,,어린 검은색 오리를
ko,duck,black,young,gen,,어린 검은색 오리의
ko,duck,black,young,plural,0,어린 검은색 오리 두 마리
ko,duck,black,young,plural,1,어린 검은색 오리 세 마리
ko,duck,black,young,plural,2,어린 검은색 오리 네 마리
ko,duck,black,young,plural,3,어린 검은색 오리 다섯 마리
ko,duck,black,young,plural,4,어린 검은색 오리 여섯 마리
ko,duck,black,young,plural,5,어린 검은색 오리 일곱 마리
ko,duck,black,young,plural,6,어린 검은색 오리 여덟 마리
ko,duck,black,old,nom,,늙은 검은색 오리가
ko,duck,black,old,acc,,늙은 검은색 오리를
ko,duck,black,old,gen,,늙은 검은색 오리의
ko,duck,black,old,plural,0,늙은 검은색 오리 두 마리
ko,duck,black,old,plural,1,늙은 검은색 오리 세 마리
ko,duck,black,old,plural,2,늙은 검은색 오리 네 마리
ko,duck,black,old,plural,3,늙은 검은색 오리 다섯 마리
ko,duck,black,old,plural,4,늙은 검은색 오리 여섯 마리
ko,duck,black,old,plural,5,늙은 검은색 오리 일곱 마리
ko,duck,black,old,plural,6,늙은 검은색 오리 여덟 마리
ko,duck,white,small,nom,,작은 하얀색 오리가
ko,duck,white,small,acc,,작은 하얀색 오리를
ko,duck,white,small,gen,,작은 하얀색 오리의
ko,duck,white,small,plural,0,작은 하얀색 오리 두 마리
ko,duck,white,small,plural,1,작은 하얀색 오리 세 마리
ko,duck,white,small,plural,2,작은 하얀색 오리 네 마리
ko,duck,white,small,plural,3,작은 하얀색 오리 다섯 마리
ko,duck,white,small,plural,4,작은 하얀색 오리 여섯 마리
ko,duck,white,small,plural,5,작은 하얀색 오리 일곱 마리
ko,duck,white,small,plural,6,작은 하얀색 오리 여덟 마리
ko,duck,white,large,nom,,큰 하얀색 오리가
ko,duck,white,large,acc,,큰 하얀색 오리를
ko,duck,white,large,gen,,큰 하얀색 오리의
ko,duck,white,large,plural,0,큰 하얀색 오리 두 마리
ko,duck,white,large,plural,1,큰 하얀색 오리 세 마리
ko,duck,white,large,plural,2,큰 하얀색 오리 네 마리
ko,duck,white,large,plural,3,큰 하얀색 오리 다섯 마리
ko,duck,white,large,plural,4,큰 하얀색 오리 여섯 마리
ko,duck,white,large,plural,5,큰 하얀색 오리 일곱 마리
ko,duck,white,large,plural,6,큰 하얀색 오리 여덟 마리
ko,duck,white,young,nom,,어린 하얀색 오리가
ko,duck,white,young,acc,,어린 하얀색 오리를
ko,duck,white,young,gen,,어린 하얀색 오리의
ko,duck,white,young,plural,0,어린 하얀색 오리 두 마리
ko,duck,white,young,plural,1,어린 하얀색 오리 세 마리
ko,duck,white,young,plural,2,어린 하얀색 오리 네 마리
ko,duck,white,young,plural,3,어린 하얀색 오리 다섯 마리
ko,duck,white,young,plural,4,어린 하얀색 오리 여섯 마리
